Ejemplo;Modismo;Definición Real;Sinónimo;Definición Sinónimo;Acorde;Def. real; ;;
Un nacido es una infección producida por una bacteria llamada estafilococo, que se siembra en la parte profunda de un folículo piloso lesionado.;nacido;Protuberancia de la piel, que contiene pus y produce dolor.;forúnculo;Lesión cutánea purulenta profunda originada por infección bacteriana en un folículo piloso.;1;1;;;
Allá, al extremo de ese andén, sonreía un hombrazo negro rascándose el vientre, las piernas rucias […].;rucio;Referido a una persona, que tiene la piel visiblemente reseca.;grisáceas;De color gris claro o blanquecino.;0;1;;;
no te serenes que te da gripa;serenar;exponerse al sereno;destaparte;quitarse la protección contra la noche fría o el rocío;1;1;;;
La colección fue elaborada en Pasto con telas tejidas en guanga, un telar indígena precolombino.;guanga;Telar vertical artesanal para la fabricación de diferentes tejidos como cobijas, ruanas, alfombras entre otros.;telar tradicional;aparato manual para tejer piezas textiles con patrón ancestral;1;1;;;
Eso te pasa por comprar chandas en los semáforos, ya no sirve la linterna.;chanda;Objeto de mala calidad.;barata;Producto de baja calidad y poca durabilidad;1;1;;;
Un producto derivado de la yuca es la fariña, que se obtiene al revolver continuamente la harina mientras se tuesta en el budare.;budare;Plancha circular de barro, piedra o de hierro que se usa para asar alimentos como la arepa y el casabe.;plancha;Superficie plana de metal o barro para tostar alimentos.;1;1;;;
En los cateos se ven comprometidos, entre otros derechos constitucionales, el derecho a la intimidad y el derecho a la libertad personal.;cateo;Allanamiento que hace la policía a una casa.;allanamiento;Entrada y registro policial en una vivienda u otro lugar;1;1;;;
Teníamos tres muchachas de servicio: «cocinera, dentrodera y niñera», cada una con sus funciones específicas.;dentrodera;Empleada que vive en la casa y se ocupa de las labores domésticas diferentes a la cocina.;mucama;Persona encargada del aseo y orden de la casa.;1;1;;;
Como si se tratara de un artículo para comprar o vender, las acompañantes o prepagos se ofrecen en páginas web.;prepago;Persona de buena posición social que se dedica a la prostitución con gente adinerada.;acompañante remunerada;Persona que ofrece compañía a cambio de pago;1;1;;;
Son variados los atractivos naturales, entre ellos los igapós o selvas permanente o transitoriamente inundadas por ríos selváticos de aguas oscuras.;igapó;Tipo de selva propio de las planicies inundables de los ríos de aguas negras de la Amazonía.;selva inundada;Área forestal periódicamente cubierta por aguas de ríos de corriente lenta;1;1;;;
"He visitado San Agustín muy a mi pesar, en solo dos ocasiones; la primera, en el colegio cuando cursaba noveno, en bus mochilero.";mochilero;Bus que en un recorrido para muchas veces.;de bus económico;Bus de bajo costo y servicios básicos para viajes largos.;1;1;;;
Los hijos de papi abundan en nuestra sociedad. Inducen al irrespeto de los derechos ajenos, de la autoridad, de las reglas de comportamiento.;hijo;Persona consentida que se esfuerza poco porque siempre cuenta con el apoyo de sus padres, especialmente cuando se trata de dinero.;hijo de papi;Persona privilegiada por su familia, criada con excesiva protección y sin límites;1;1;;;
"""Es posible que se hayan ganado un remate o, en términos bogotanos, que se hubiera tratado de una 'chisga'"".";chisga;Compra que se hace por un valor menor al del mercado regular.;ganga;Oportunidad de compra a precio muy bajo.;1;1;;;
En medio de la golosa, el yoyo, la chancancarina y el raspao, el evento sacó a flote el niño interior de los asistentes.;chancancarina;Golosina hecha a base de harina de maíz o arroz tostado, mezclado con azúcar.;golosina de maíz;Dulce tradicional hecho con granos de maíz y azúcar, típico de la infancia;1;1;;;
a juro que tenía que hacerlo;a juro;con terquedad o insistencia;por obligación;Obligado a cumplir algo ineludiblemente;0;1;;;
En la actualidad el mercado mide 19 mil metros cuadrados y posee 510 colmenas de material.;colmena;En un mercado, cada una de las casetas de los vendedores.;puesto;espacio o caseta donde se exhibe y vende mercancía;1;1;;;
Los payés y parteras (autoridades tradicionales) se encargarán de gran parte de la atención primaria en salud.;payé;Líder espiritual y médico tradicional de as comunidades indígenas de Amazonía y la Orinoquía.;curandero;persona que practica curaciones y medicina tradicional;1;1;;;
encarrar ladrillos, leña;encarrar;colocar ordenadamente objetos o piezas unos sobre otros;apilar;Colocar objetos en pilas ordenadas para almacenarlos o transportarlos;1;1;;;
Me tocaba pasar ríos y como estaba enfogado y con la ropa mojada, los cambios de temperatura me produjeron calambres.;enfogado;Referido a una persona, que tiene elevada la temperatura, dolores articulares y agotamiento físico.;resfriado;Con malestar por frío o humedad que provoca síntomas físicos;1;1;;;
Pone en tela de juicio a todo el que se le atraviese, sin que hasta ahora en sus múltiples incursiones de rufián desafiante y acusetas, haya podido probar nada de lo que afirma.;acusetas;Referido a una persona, que tiene por costumbre acusar a otros.;soplón;Persona que delata o acusa falsamente a otros sin pruebas.;1;1;;;
Ni se le entendía de qué me acusaba, y después me perdonaba magnánimo y baboseaba no sé qué carajada sobre el afecto que le tiene a sus hermanos.;carajada;Algo sin importancia.;tontería;discurso incoherente e insignificante;1;1;;;
Si lo dice el ingeniero póngale la firma. Él lleva muchos años trabajando en la empresa y la conoce como nadie.;firma;Indica la seguridad que alguien puede tener sobre algo.;dar crédito;Confiar en la opinión o aprobación de alguien por su experiencia;1;1;;;
me quedé con el chulla vestido;chulla;solo, único;impar;Objeto sin su par o complemento.;1;1;;;
papa guata;guato;dicho de la papa, que es pequeña;papá;padre de familia;0;1;;;
¡Ayuda urgente se me enconaron las orejas! ¿Qué hago?;enconado;Referido a una herida, inflamada por la infección.;inflamadas;Heridas hinchadas, rojas y con pus.;1;1;;;
él no acepta sino pago cachimonis;cachimonis;modalidad de pago en efectivo y de inmediato;dinero en efectivo;billetes o monedas al contado, no cheques ni transferencias;1;1;;;
Si quieres un plan entretenido con el cual puedas disfrutar de nuestra cultura, música y folclor, el Festival Nacional del Porro es perfecto para ti.;porro;Música que ambienta este tipo de baile.;ritmo caribeño;Música folclórica alegre de la costa caribeña colombiana para bailar en pareja;1;1;;;
ese hotel es una runchera;runchera;lugar deteriorado, en malas condiciones;hotel de mala calidad;establecimiento barato y de aspecto vulgar o deteriorado;1;1;;;
Lo llevaron a la enfermería del colegio porque le dio taranta.;taranta;Convulsión, desvanecimiento.;desvanecimiento;Pérdida breve de conocimiento o fuerza corporal;1;1;;;
Cuando tenía mi moto anterior me tenía grave del jopo.;jopo;Nalgas de una persona.;culo;Ano o trasero.;1;1;;;
Después el taita nos echa tabaco y nos limpia con la guaira, el manojo de hojas que agita en torno a nosotros.;limpiar;Tratar una enfermedad mediante las prácticas de un médico tradicional, especialmente los padecimientos asociados a causas sobrenaturales.;purificar;Quitar energías negativas mediante un ritual con humo y hojas.;0;1;;;
El grupo ya está suficientemente dividido como para que usted siga carboneando con lo del presidente de la junta.;carbonear;Crear discordias o enemistades entre terceros.;sembrar cizaña;Provocar divisiones o animadversión entre personas.;1;1;;;
Si usted es una viajera que cree sabérselas todas y además se considera una buenavida de tiempo completo, aplique a la última perla de los cruceros.;buenavida;Persona que disfruta vivir bien y sin preocupaciones.;vividor;Persona que vive de los placeres sin preocupaciones ni trabajo;1;1;;;
Paga contra entrega en efectivo y en la comodidad de tu casa lo que solicites en nuestra tienda online.;entrega;Pago de una transacción comercial que se realiza en el momento de la entrega del producto a domicilio.;recibida;Momento en que el comprador recibe el producto en su domicilio.;1;1;;;
Desde niña soy muy lloretas, me emociono por todo.;lloretas;Referido a una persona, que llora mucho.;llorona;Persona que llora con facilidad por emoción.;1;1;;;
Venga haga chita, mijito, le ruega la madre al párvulo antes de prepararlo para que duerma.;chita;Orinar, especialmente los niños.;tranquilo;Estado de quietud y silencio.;0;1;;;
no faltará hoy alguna bebeta y bullanga por esos;bebeta;reunión en la que se toma mucha bebida alcohólica;parranda;fiesta con bebidas alcohólicas y diversión;1;1;;;
Despierto a las muchachas con mis coplas sabaneras, canto más que una guacaba en tiempo de primavera;guacaba;Variedad de lechuza de tamaño muy pequeño, de hábitos especialmente diurnos y de canto muy característico.;pájaro cantor;Ave que canta mucho y de forma llamativa;1;1;;;
En Colombia es un lujo tener carro. No solo para quien compra uno cero kilómetros, sino también para el que invierte sus ahorros en un vehículo de segunda.;kilómetro;Vehículo sin estrenar.;cero kilómetros;vehículo completamente nuevo, sin uso previo;1;1;;;
Arrastra una chuspa con un totumo lleno de birimbí y un ñingrí de pan.;ñingrí;Poco, cantidad mínima de algo.;pedacito;Pequeña porción de algo.;1;1;;;
La Comisión deberá expedir un cronograma en el que fije todo el proceso para la apertura de la nueva licitación.;cronograma;Calendario de actividades que se planean en un tiempo determinado.;calendario de actividades;Lista ordenada de tareas con sus fechas y plazos;1;1;;;
Te maneaste al coger el pocillo y el tinto se regó por completo.;manearse;Complicarse en la realización de trabajos o actividades de poca importancia.;torpearse;Actuar con torpeza o enredarse en tareas simples.;1;1;;;
Se dedicaron a esculcar en un clóset, donde hallaron quimonos y pantuflas que se chantaron como si fueran disfraces.;chantar;Ponerse una prenda de vestir.;ponérselos;colocarse la ropa o accesorios rápidamente para usarlos como disfraces;1;0;;;
Metió sus delgados pies en las arrastraderas que había dejado en el suelo.;arrastraderas;Pantuflas, chancletas.;chancletas;Sandalias sencillas de caucho o plástico para usar en casa.;1;1;;;
Mientras adelantaba mi tesis sobre la poesía de Álvaro Mutis, urgido de consultar un par de monografías sobre su obra, lo llamé para ver si podía pasar a recogerlas a su casa y me comentó que no iba a estar allí.;urgido;Referido a una persona, que requiere algo o a alguien con prontitud.;apresurado por;tener prisa por obtener algo;1;1;;;
¡Vaya a pagar el agua en parquiños que nos la cortan!;parquiños;Rápidamente o ya mismo.;ya mismo;inmediatamente, sin demora;1;1;;;
Ayer en la fiesta una amiga de mi hermana se la pasó dándome banda.;banda;Coquetear para llamar la atención del hombre.;hacerme el vacío;Ignorarme intencionalmente en la fiesta;0;1;;;
Usted debe ser fuerte, no un quicato como el hijo de Silvia.;quicato;Persona o niño demasiado consentido y dependiente.;niño malcriado;Niño maleducado e impertinente.;0;1;;;
Aparece Chela con un balde y varios instrumentos de limpieza.;balde;Recipiente alargado, angosto en su base y ancho en la parte superior que se utiliza para cargar agua u otras sustancias para la limpieza doméstica.;cubo;Recipiente para agua y líquidos usado en limpieza;1;1;;;
El mercado de gaseosas y jugos ha visto un mayor consumo por la renovación de las marcas existentes en el mercado.;gaseosa;Bebida refrescante de diversos sabores, generalmente envasada en botella o en lata.;refresco;Bebida gaseosa no alcohólica saborizada.;1;1;;;
Lisandro Ochoa cuenta que en Medellín, antes de 1875, en las fondas de camino no faltaba la tinaja acompañada de chicha dulce, sirope y horchata.;fonda;Establecimiento público en donde se expenden productos básicos, se escucha música y se ingieren bebidas alcohólicas.;puesto de comidas;establecimiento rústico en caminos que vende comidas y bebidas;1;1;;;
Los tumes tradicionales se envuelven en hojas de bijao.;tume;Dulce de guayaba compacto, de forma alargada y relleno en el centro de arequipe.;tamales;Preparación de masa y relleno cocida y envuelta en hoja;0;1;;;
